Review_id,Google_review_id,Restaurant_id,Reviewer_name,Reviewer_info,Rating,Review_time,Review_text,Service_rating,Food_rating,Atmosphere_rating,Service_type,Meal_type,Language,Created_at,Crawl_date
62,Ci9DQUlRQUNvZENodHljRjlvT21ObVNqZHBNRXA2V1doMVZWWmpSa3h2YmpsSGVIYxAB,10,Lynn Seah,7 reviews · 4 photos,3,2 months ago,"Came here with high expectations and an empty stomach. Left disappointed and unfulfilled feeling.

Ordered 3 out of the 6 signature dishes:
- Braised pork , eggplant, snake head fish.
Generally lacks any flavour and taste. Not sure how the food got its michelin for the last 2 years. Feeling very doubtful.

While decor was very homely, the environment was not very clean. After 7 days in Hoi an/ da nang, it’s the first time we got bitten by mosquito.",3,3,1,,Dinner,,8/3/2025,10/3/2025
63,Ci9DQUlRQUNvZENodHljRjlvT2xwSExUZDNhMkp1U1hWb2FUSkRhM1ZqWmpOalFsRRAB,10,Rasul,Local Guide · 14 reviews · 31 photos,4,2 months ago,"Good atmosphere, nice music but the food is not for everyone, bony",5,2,5,,,Russian,8/3/2025,10/3/2025
64,Ci9DQUlRQUNvZENodHljRjlvT2paeFVHazBYMmxLTWxGc2JXTnZTbmMxTW1sSFUwRRAB,10,노한석,1 review · 1 photo,5,2 months ago,I ordered the wrong menu ㅋㅋ but the lemongrass pork was so delicious that it was good~~~ The soup tasted like Korean seaweed soup!,5,5,5,,,Korean,8/3/2025,10/3/2025
65,Ci9DQUlRQUNvZENodHljRjlvT205cFVFUk1kVmxXUzIweWFEUmpPRzFITVRWM1puYxAB,10,WORK H,Local Guide · 11 reviews · 17 photos,5,2 months ago,Delicious local,5,5,5,,,Korean,8/3/2025,10/3/2025
66,Ci9DQUlRQUNvZENodHljRjlvT21OWk0zWnNSVTV6VkhGbFdtbGhOWFJtV25OM1NrRRAB,10,hoang dieuanh,1 review,5,2 months ago,"The food is delicious, the space is beautiful like the old times😋",5,5,5,,,Vietnamese,8/3/2025,10/3/2025
67,Ci9DQUlRQUNvZENodHljRjlvT25oR1dtUkliSFkxZEVsSmNGOXNjRGhNUW5WVmQyYxAB,10,Hiền Nguyễn,Local Guide · 101 reviews · 232 photos,5,2 months ago,"Vietnamese restaurant. Authentic dishes, quite delicious and diverse.",,,,,,Vietnamese,8/3/2025,10/3/2025
68,Ci9DQUlRQUNvZENodHljRjlvT2s1cWRYSnJTVkkzTUZad1ZEUmhhVjkxTTJWNVVGRRAB,10,Nicholas Krupenin,9 reviews · 2 photos,5,2 months ago,Authentic atmosphere with amazing cuisine. Randomly dropped in while driving by and saw the Michelin sign. I'm happy.,5,5,5,,,Russian,8/3/2025,10/3/2025
69,Ci9DQUlRQUNvZENodHljRjlvT20wdFlVVm9ZMjkxTTA5R1YyTk9MVzlLTWpKRmNuYxAB,10,유준석,9 reviews · 12 photos,5,2 months ago,It was delicious,5,5,5,,,Korean,8/3/2025,10/3/2025
70,Ci9DQUlRQUNvZENodHljRjlvT2tOb1RqZExOWFpaY0RkMVJXcEdTbHAxTWtKME5FRRAB,10,Peyman H,Local Guide · 104 reviews · 636 photos,5,Edited 2 months ago,"Great Vietnamese dishes. Very tasty. Fusion  style, with garlic and lemongrass ingredients. We ordered tofu, eggplant and fish dishes.  They were very tasty. The place is clean and has nice atmosphere. Give it a try.",5,5,5,,,,8/3/2025,10/3/2025
71,Ci9DQUlRQUNvZENodHljRjlvT21oR2JXMUJaMHhIV0hwRloxWjZUbmQxT1ZremJsRRAB,10,Diane Diane,Local Guide · 68 reviews · 246 photos,4,2 months ago,"The restaurant recommended by the driver is very similar to Vietnamese-style Chinese food.
We ordered spare ribs, pineapple shrimp (the shrimps were big, there were 7 in total), fried spring rolls, chicken with fish sauce, a fish dish (tasted like sea bass), lemongrass tofu (the tofu was too hard)

The meal was OK, but the charging method was strange
You can't pay by credit card, only cash, but they added 5%
When traveling in Da Nang, cash-accepting stores will not charge extra service fees
If you pay by credit card, they will add 3%. It is recommended that you ask the store's charging method before each consumption.",4,4,5,,Lunch,Chinese,8/3/2025,10/3/2025
72,Ci9DQUlRQUNvZENodHljRjlvT25wQmVtaFFPUzFDYlZKZmRIUkNObWhsUzBsMVMzYxAB,10,김윤희,2 reviews,5,2 months ago,"I went into this restaurant thinking I'd just eat a little bit, but
I ate soy sauce and my appetite exploded~~!!
It was such a delicious and enjoyable time~^^",5,5,5,,Dinner,Korean,8/3/2025,10/3/2025
73,Ci9DQUlRQUNvZENodHljRjlvT2tGWWFEaE1RM1ExU2tjeFFsOTJRV0pqWVdrNWVrRRAB,10,Josh Aya,2 reviews · 5 photos,2,2 months ago,flavor was okay. too much pepper. the fried rice was salty. the worst part is we ordered fried chicken and we received 50%bones 25% garlic and chili and 25%meat. the meat was mostly skin and cartilage. here is the picture of trying to eat all the meat. not Michelin star worthy.,,,,,,,8/3/2025,10/3/2025
74,Ci9DQUlRQUNvZENodHljRjlvT213d00wWlFhVk5QZDJKS1ZrVnlhRTE0YmxKWFpYYxAB,10,박보철,7 reviews,5,2 months ago,Roll?? It was super tasty,…,5,,,,Korean,8/3/2025,10/3/2025
75,Ci9DQUlRQUNvZENodHljRjlvT2tsNk5GZ3lZWEpRUVU1UVRERk1VekJYUXpsWU9VRRAB,10,山田,Local Guide · 51 reviews · 278 photos,5,2 months ago,"It was a nice restaurant with local flavors.
Even if you come as a group of two guys, you can enjoy eating and drinking here. …",,,,,,Japanese,8/3/2025,10/3/2025
76,Ci9DQUlRQUNvZENodHljRjlvT2todVJWWnFWbFUzTTFsUE1FaFpSbkJTVEVGQmVHYxAB,10,Truong Hau,Local Guide · 21 reviews · 47 photos,4,2 months ago,Place to experience tourism in Da Nang. Should book a table in advance because it is very crowded.,,,,,,Vietnamese,8/3/2025,10/3/2025
77,Ci9DQUlRQUNvZENodHljRjlvT2xOWVNVUlllbTVvVVRkM05VOXNhbm80YkY5blNIYxAB,10,Hà Vũ,Local Guide · 26 reviews · 44 photos,4,2 months ago,"Every time I go to Da Nang and crave rice, I always eat at Hen kitchen. You should book a table early because it is often full.",,,,,,Vietnamese,8/3/2025,10/3/2025
78,Ci9DQUlRQUNvZENodHljRjlvT2xJeVdraGFaVTk2VFcxaldrWkpPV1owVFZoeFIzYxAB,10,Axis Kato,Local Guide · 100 reviews · 158 photos,5,Edited 2 months ago,Hidden gem in Da Nang,,,,,,,8/3/2025,10/3/2025
79,Ci9DQUlRQUNvZENodHljRjlvT2tWemJHRjBSVWhvTVVnek4wVnhVSFpSVDJWT05GRRAB,10,Aimee Marr,11 reviews · 1 photo,5,2 months ago,"Loved the food here. Subtle flavours and loads of fresh vegetarian dishes, despite not being a vege restaurant. Highly recommend!",,,,,,,8/3/2025,10/3/2025
80,Ci9DQUlRQUNvZENodHljRjlvT21odFF6bHJSbFl0WXpaVmR6TTFiR0UzVFhCWU1uYxAB,10,Michael Lee,7 reviews,5,2 months ago,"I only found out it was recommended by Michelin when I came here. There are so many colors so it’s not easy to choose the first time, but I followed the waiter’s suggestion and it was fine. Also, there is no drink in Vietnam that is not sweet, but the juice here is natural, which is really good.",,,,,,Chinese,8/3/2025,10/3/2025
81,Ci9DQUlRQUNvZENodHljRjlvT21JNUxYaG5WMHBVUjFOeE1sQm1VWHBDYlZSSWVsRRAB,10,Liza Ivantei,Local Guide · 16 reviews · 14 photos,5,2 months ago,"Nice food and wonderful atmosphere! There so many interesting details in interior, including old maps. If you like history, you definitely should visit it. I also admired food. It was the first time when I tried soup with Tonkin jasmine, I …",,,,,,,8/3/2025,10/3/2025
82,Ci9DQUlRQUNvZENodHljRjlvT21GWFpEWkxkSFpYYlZSNk4wOUpaSFUwZEZwelMwRRAB,10,Wren Wharton,2 reviews,5,2 months ago,"Unique, quirky restaurant adored with antiques, Bep Hen doesn’t disappoint. The service was quick & friendly, every dish was oozing with flavour however the lemongrass & chilli pork belly was everyone’s favourite. Very happy we were able to get in.",,,,,,,8/3/2025,10/3/2025
83,Ci9DQUlRQUNvZENodHljRjlvT2xkMlJFUnBZa2x5Y1ZsVWJWaHBkRTlZY1VzemFrRRAB,10,Calvin Bui,"Local Guide · 448 reviews · 1,312 photos",5,2 months ago,"BẾP HÊN is Da Nang’s answer to what comfort food should be—Michelin Select–awarded and set in a charming home-turned-restaurant on bustling Lê Hồng Phong. Step inside and you’re greeted by potted plants, vintage tile, and the warmth of a …",,,,,,,8/3/2025,10/3/2025
84,Ci9DQUlRQUNvZENodHljRjlvT25sNllXZEJPR1UwTjBSdGIyMXpXWEU0VHpSNWRFRRAB,10,Alvin,3 reviews,5,2 months ago,"our server, bao tran provided the best hospitality and the food was amazing and too quality. as well as the authentic and unique environment, nothing to complain whatsoever",,,,,,,8/3/2025,10/3/2025
85,Ci9DQUlRQUNvZENodHljRjlvT2tWa05FMVVkV3RpY2pGbFZXdExNa2g1ZG1aS2RHYxAB,10,Eaint Phu Phu Ngal,Local Guide · 16 reviews · 32 photos,5,3 months ago,"DaNang welcomed us with this amazing restaurant. We had a very good choice for our first meal in DaNang. Food all great, atmosphere good. We loved it. 🤩 …",,,,,,,7/3/2025,10/3/2025
86,Ci9DQUlRQUNvZENodHljRjlvT2pWaGNqWjJaakpqWlZOWFNVVllZM2M1VEd0RlpVRRAB,10,Hoieonii,Local Guide · 22 reviews · 130 photos,1,3 months ago,"We found a hair while eating.
We didn't need it so we asked them to remove it, and when we finished eating and were about to pay, they brought us a new one. It was awful. …",,,,,,Japanese,7/3/2025,10/3/2025
87,Ci9DQUlRQUNvZENodHljRjlvT2tWaE1HZDJZekpCVGxOQlJXRlZkRjh4YWpRMlQzYxAB,10,JK Robbins,Local Guide · 163 reviews · 344 photos,5,3 months ago,"Bếp Hên in Da Nang offers a delightful culinary experience, blending authentic Vietnamese flavors with a nostalgic ambiance. …",,,,,,,7/3/2025,10/3/2025
88,Ci9DQUlRQUNvZENodHljRjlvT2xKcU4xWkdZbFV5Tm5GTVVETnFWbTlFVm5CeU0zYxAB,10,Arthur L,Local Guide · 13 reviews · 1 photo,5,3 months ago,"Unique and original decor and atmosphere. Friendly staff. Very wide selection of dishes. We tried the snake fish and the prawns. It was delicious. Relatively small, so remember to book if you come on the weekend.",,,,,,French,7/3/2025,10/3/2025
89,Ci9DQUlRQUNvZENodHljRjlvT205ck56aGFaWEkwVUd3M1RHSlpUbkJxU25ZMmNFRRAB,10,Ngan Quach,Local Guide · 22 reviews · 76 photos,4,3 months ago,"The food was quite tasty for me. I'm from the south, it was my first time visiting Da Nang, and the first restaurant I ate at when I got off the plane was this one.",,,,,,Vietnamese,7/3/2025,10/3/2025
90,Ci9DQUlRQUNvZENodHljRjlvT21WeWNFZzJZMXBDV0ZacWVEQXhTblJ3WVZadVdFRRAB,10,Jaska,Local Guide · 19 reviews · 4 photos,5,3 months ago,"In a country full of great food, this is one of the best meals I’ve ever had. Great staff and clean, rustic interior makes it even nicer.",5,5,5,,,,7/3/2025,10/3/2025
91,Ci9DQUlRQUNvZENodHljRjlvT2tkS1R6RjNXa1kxVDIxZmQyaHlSRFppYlVoM1MwRRAB,10,Andrew Lin,Local Guide · 435 reviews · 933 photos,4,3 months ago,"Cool vibes but food was just ok. Caramelized pork was a bit sweet, fried frog with lemongrass was good, fried morning glory didn't have much flavor.",4,3,5,,Lunch,,7/3/2025,10/3/2025
92,Ci9DQUlRQUNvZENodHljRjlvT2tGNmJXODVaMjlDWkZObmJHMW5RVUkyTTJsb1VrRRAB,10,Chi Lang Nguyen,Local Guide · 83 reviews · 228 photos,4,3 months ago,"Cozy, nostalgic space. Typical home-cooked food. The minus point is that the braised fish and braised meat dishes are quite salty. Need to be less salty to suit many people and tourists coming to Da Nang.",,,,,,Vietnamese,7/3/2025,10/3/2025
93,Ci9DQUlRQUNvZENodHljRjlvT25GV01rdFlSamt4TmpCVllUSlZkME5SVTJwZk5uYxAB,10,Dai Nguyen,Local Guide · 132 reviews · 905 photos,5,3 months ago,"The food is delicious, the price is reasonable. The space is cozy. A place to visit when coming to Da Nang.",5,5,5,,,Vietnamese,7/3/2025,10/3/2025
94,Ci9DQUlRQUNvZENodHljRjlvT21sSVdXbFVjSFV3WDFOcFpXZEhSV3hDVFc5M1NWRRAB,10,조용범,9 reviews · 6 photos,5,3 months ago,Best Vietnamese Traditional Restaurant,5,5,5,,,Korean,7/3/2025,10/3/2025
95,Ci9DQUlRQUNvZENodHljRjlvT2xjemRWUlJha2xPU21Ka1dXaHljekZUWjFWb2FsRRAB,10,胡若妤,Local Guide · 31 reviews · 32 photos,5,3 months ago,"It feels like eating home-cooked food, every dish is suitable for rice, and tastes worthy of Michelin stars! And the staff are very kind Good👍",5,5,5,,,Chinese,7/3/2025,10/3/2025
96,Ci9DQUlRQUNvZENodHljRjlvT2xSNlJEUnRNMnhLUlU5d00weHlSVzl3WmtWd2JYYxAB,10,Yuka,5 reviews · 2 photos,5,3 months ago,"delicious, authentic, and so many good choices that we had to come back again! lovely decor as well. thank you for a wonderful experience!",5,5,5,,Dinner,,7/3/2025,10/3/2025
97,Ci9DQUlRQUNvZENodHljRjlvT2tGQlJVa3RiVjloWmtOVFJXVTFiREk0TlhsaU9VRRAB,10,Nana,Local Guide · 251 reviews · 642 photos,4,3 months ago,"2025/06/22
I came here without knowing it was a Michelin restaurant.
The interior was cute and the food was delicious. The eggplant stuffed with meat and the fried rice were delicious.",5,4,4,,Dinner,Japanese,7/3/2025,10/3/2025
98,Ci9DQUlRQUNvZENodHljRjlvT2poU2JUUmFTVzlMWms5V0xWOXJXVTlIYUhWa1JuYxAB,10,Phương Thảo,2 reviews · 1 photo,5,3 months ago,"Delicious food, clean, cute and quick staff. Always a destination every time I come to Da Nang",5,5,5,,Dinner,Vietnamese,7/3/2025,10/3/2025
99,Ci9DQUlRQUNvZENodHljRjlvT2kxNlkwRnVlakJMYlhGTVNsRkpiRmxqUlcxemFrRRAB,10,윤지,Local Guide · 26 reviews · 132 photos,1,3 months ago,"A note to Koreans:

The restaurant owner doesn't treat customers well (in the original), and the English-speaking male employee is rude. The food tastes just as good, or even better, elsewhere.

While I was eating, they were talking too loudly, perhaps to train the staff. I felt uncomfortable and uncomfortable the entire time.

It's not worth coming here to eat, but I recommend not spending your own money to experience this kind of atmosphere.

Don't let this ruin your trip.
There are plenty of restaurants out there, so it's better to go somewhere else.

This is the first time I've experienced this kind of treatment while traveling, and I'm not happy about it.",1,,,,Lunch,Korean,7/3/2025,10/3/2025
100,Ci9DQUlRQUNvZENodHljRjlvT2tGaU1qaEphM0IxYTJoWlFtdFBaRUowT1RST05IYxAB,10,khaw waichun,2 reviews · 1 photo,1,3 months ago,"Such bad service as the waitress with such bad attitudes to scold at customer! As we had make reservation and he get confused on our reservation, but he is the one mad at us ! What’s wrong to this young guy at the front counter? As customer, do we need to get with all these nonsenses from him? I will never back to this restaurant anymore as long as the young guy at the front counter still worked in that restaurant ! If you are the owner of this restaurant, please take some actions on this!!! Appreciate it.",1,,,,,,7/3/2025,10/3/2025
101,Ci9DQUlRQUNvZENodHljRjlvT2xCM01UTkxiVVZ1WlZoSFVIZ3lPVlZtVm0weGFtYxAB,10,kapookpa,Local Guide · 46 reviews · 408 photos,5,3 months ago,"Home-cooked Vietnamese food, like going home and eating grandma's cooking. It's so good. It feels so good.😍",5,5,5,,,Thai,7/3/2025,10/3/2025
102,ChdDSUhNMG9nS0VPUHV6OFNTMDc2UGpBRRAB,10,May Thu Zar Khaing,3 reviews · 6 photos,4,3 months ago,"Very good food, especially the pineapple fish .",4,4,4,,Dinner,,7/3/2025,10/3/2025
103,Ci9DQUlRQUNvZENodHljRjlvT2s5Nk0wZHpiM1poVm5oME0wNVNRMjEzVkc1cWIwRRAB,10,Vincent Zin,1 review,5,3 months ago,Best taste I have ever had in Da nang during my 5night stay. We ordered 6 dishes and all are tasty and delicious. Will come again next time .,4,5,5,,Dinner,,7/3/2025,10/3/2025
104,Ci9DQUlRQUNvZENodHljRjlvT25GSlRGUXliRnBWVUMxMlV6Tm9lRkZvZW14U1gxRRAB,10,Kha Nguyen,Local Guide · 15 reviews · 3 photos,5,3 months ago,Great food at a reasonable price!,5,5,5,,,,7/3/2025,10/3/2025
105,Ci9DQUlRQUNvZENodHljRjlvT25wU1UwdEhSekJYT0c5RVJEZ3lNVTFwUmpaTmRsRRAB,10,Tôn Nữ Bảo Ngân Vĩnh,4 reviews · 2 photos,1,3 months ago,"The restaurant has poor service, the manager has a bad attitude, acts threateningly, steals while screaming, and does not pay debts. I suggest you review your management style and review the work of your employees and subordinates. Stores should avoid this restaurant to avoid wasting time cooperating.",1,,,,,Vietnamese,7/3/2025,10/3/2025
106,Ci9DQUlRQUNvZENodHljRjlvT2xaTFNsVnJZVFJNZGtOdk5tNXJNalZJTTFZeE5uYxAB,10,Valentina Franceschetti,11 reviews,5,3 months ago,Very good authentic food 👌🏼 …,,,,,,,7/3/2025,10/3/2025
107,ChZDSUhNMG9nS0VPV3h0OWVxejg2WEtREAE,10,Kenny Ku,Local Guide · 13 reviews · 47 photos,5,3 months ago,"Good food with authentic home cook favor. Feel like eating with home comfy.
Fried morning glory with garlic
Fried pork belly with lemon glass & chilli
Bitter gourd soups

The bitter gourd soups on par or even better than famous Kulai bitter gourd soups in Johor

A restaurant worth checking out",5,5,4,,Dinner,,7/3/2025,10/3/2025
108,ChdDSUhNMG9nS0VMYnd0cjZpMnZLVXFnRRAB,10,Lorraine Gordon,Local Guide · 59 reviews · 43 photos,5,4 months ago,"Meals were delicious and delivered with a smile 😃
Quirky decore from the past.",5,5,5,Dine in,Dinner,,6/3/2025,10/3/2025
109,ChdDSUhNMG9nS0VJRFM1TExLeHFYRnJBRRAB,10,이승희,5 reviews · 8 photos,5,4 months ago,"I went there after seeing a review saying that Banh Xeo was delicious, but
they said that Banh Xeo or rice noodles were not on the menu.
They said that they sell Vietnamese home-cooked meals that you can eat with rice.
I chose and ate egg fried (with tomato), eggplant, morning glory, and pork.
I asked the waiter which pork dish was the best, and I chose the one he recommended.
It was really delicious. It was the most delicious and satisfying meal I had in Da Nang.
The staff was also friendly and quick to respond. I highly recommend it to Koreans who miss rice.",5,5,5,,,Korean,6/3/2025,10/3/2025
110,ChZDSUhNMG9nS0VMbTNzNlRRLU1iUkVnEAE,10,Ria Bhargava,1 review,1,4 months ago,Honestly horrible. There are lizards falling from the roof. Fell on my mother while she was eating her food and honestly it ruined our appetite. No help from the staff when dealing with the lizard. Makes me question the cleanliness of their kitchen. Don’t get the Michelin star rating honestly worst food I have had in Vietnam,1,1,1,,Dinner,,6/3/2025,10/3/2025
111,ChdDSUhNMG9nS0VPbXE5c2lMeHVMRGxRRRAB,10,Omilk (From Japan),Local Guide · 152 reviews · 331 photos,5,4 months ago,"【🍽️ Bếp Hên 】
Danang Food Record 𓂃𓈒𓏸◌ꕤ

✧ Usage Data
・Visit Date: May 10, 2025
・Location: 8 minutes walk from Dragon Bridge
・Number of people: 2 adults

✧ Menu ordered
・4 dishes + 2 drinks
・Total: Approximately 404.040 VND (approximately 2,240 yen)

✧ Good points
・A restaurant selected by Michelin 2024
・From the exterior to the interior of the restaurant, everything is cute and looks like an old Vietnamese house
・The toilet is on the second floor, and the interior of the second floor is also wonderful

✧ Things I was a little concerned about
・It was crowded, so it might be better to make a reservation.

✧ A note
It's a restaurant where you can taste Vietnamese home cooking, and it's delicious. The white rice was also not too strong and I was able to eat it. It's so cute that I wanted to take pictures of the entire restaurant.",5,5,5,,Lunch,Japanese,6/3/2025,10/3/2025
